,,,,Global,,,Building load,,Ground_Core_Zone,,,Ground_South,,,Ground_North,,,Ground_West,,,Ground_East,,,Ground_Perimeter,,,Middle_Core_Zone,,,Middle_South,,,Middle_North,,,Middle_West,,,Middle_East,,,Middle_Perimeter,,,Top_Core_Zone,,,Top_South,,,Top_North,,,Top_West,,,Top_East,,,Top_Perimeter,,,Input Matrix,,,Output Matrix,,,,,
Month,Day,Hour,Type,Outside dry-bulb temp (F),Direct normal solar rad (Btu/hr-ft2) (weather file),Total horiz solar rad (Btu/hr-ft2) (weather file),Building cool load (sensible),Building cool load (latent),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Perimeter Sensible Load,Perimeter Latent Load,Trial perimeter zone temperature,Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Perimeter Sensible Load,Perimeter Latent Load,Trial perimeter zone temperature,Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Load Calc'd SPACE Sensible load at const temp (Btu/hr),"Load Calc'd SPACE Latent load at const temp, excluding infil (Btu/hr)",Trial zone temp (if no heat/ooil activity) (deg F),Perimeter Sensible Load,Perimeter Latent Load,Trial perimeter zone temperature,T_out (in Celcius),q_solar,q_IHG,Ground T_c,Ground T_p,Middle T_c,Middle T_p,Top T_c,Top T_p
1,8,19,3,56,0,0,45215.9,0,500.011,0,70.4192,886.591,0,71.3861,-1667.92,0,68.3664,-669.747,0,69.5286,-1548.93,0,68.3126,-3000.006,0,69.398425,1299.09,0,73.1625,3426.53,0,74.8138,-146.518,0,71.9136,1535.71,0,73.1966,-299.627,0,71.3557,4516.095,0,72.819925,1299.09,0,73.5722,3426.53,0,75.2021,-146.518,0,72.3005,1535.71,0,73.5822,-299.627,0,71.7522,4516.095,0,73.20925,13.33,0,0,21.34,20.78,22.87,22.68,23.10,22.89
1,8,20,3,54,0,0,15360.8,0,367.548,0,70.0841,-362.194,0,70.117,-2334.57,0,67.3759,-1863.04,0,68.1486,-2204.35,0,67.4845,-6764.154,0,68.2815,924.109,0,72.6275,1217.79,0,73.0942,-1169.87,0,70.7081,-238.12,0,71.6473,-1309.11,0,70.3053,-1499.31,0,71.438725,924.109,0,73.0727,1217.79,0,73.5055,-1169.87,0,71.1169,-238.12,0,72.0551,-1309.11,0,70.7208,-1499.31,0,71.849575,12.22,0,0,21.16,20.16,22.57,21.91,22.82,22.14
1,8,21,3,52,0,0,5330.43,0,318.042,0,69.7716,-1023.91,0,69.3013,-2750.69,0,66.7109,-2480.57,0,67.2917,-2614.57,0,66.9022,-8869.74,0,67.551525,716.056,0,72.2616,-182.345,0,71.915,-1871.41,0,69.939,-1325.54,0,70.6463,-2004.58,0,69.6228,-5383.875,0,70.530775,716.056,0,72.6696,-182.345,0,72.2892,-1871.41,0,70.3105,-1325.54,0,71.0176,-2004.58,0,70,-5383.875,0,70.904325,11.11,0,0,20.98,19.75,22.37,21.41,22.59,21.61
1,8,22,3,51,0,0,4377.68,0,294.318,0,69.3979,-1411.59,0,68.6019,-3008.95,0,66.1318,-2828.14,0,66.603,-2883.48,0,66.3528,-10132.16,0,66.922375,583.338,0,71.6868,-1101.12,0,70.696,-2328.14,0,69.073,-2010.27,0,69.6035,-2473.95,0,68.8024,-7913.48,0,69.543725,583.338,0,72.0133,-1101.12,0,70.9909,-2328.14,0,69.3655,-2010.27,0,69.8959,-2473.95,0,69.0994,-7913.48,0,69.837925,10.56,0,0,20.78,19.40,22.05,20.86,22.23,21.02
1,8,23,3,49,0,0,3709.57,0,277.531,0,69.0733,-1825.6,0,67.9254,-3332.14,0,65.5503,-3204.75,0,65.9518,-3226.71,0,65.7724,-11589.2,0,66.299975,490.291,0,71.1272,-1893.67,0,69.5354,-2786.88,0,68.2104,-2623.29,0,68.5998,-2955.42,0,67.9595,-10259.26,0,68.576275,490.291,0,71.3272,-1893.67,0,69.7122,-2786.88,0,68.3853,-2623.29,0,68.7747,-2955.42,0,68.138,-10259.26,0,68.75255,9.44,0,0,20.60,19.06,21.74,20.32,21.85,20.42
1,8,24,3,48,0,0,3231.08,0,264.398,0,68.7479,-2185.12,0,67.3195,-3621.23,0,65.0436,-3542.85,0,65.3892,-3536.47,0,65.2534,-12885.67,0,65.751425,423.812,0,70.5454,-2513.09,0,68.4647,-3152.83,0,67.4002,-3112.99,0,67.6668,-3349.55,0,67.1555,-12128.46,0,67.6718,423.812,0,70.5858,-2513.09,0,68.4957,-3152.83,0,67.4292,-3112.99,0,67.6961,-3349.55,0,67.1877,-12128.46,0,67.702175,8.89,0,0,20.42,18.75,21.41,19.82,21.44,19.83
1,9,1,4,48,0,0,2884.88,0,253.403,0,68.4398,-2298.27,0,66.9223,-3669.85,0,64.7202,-3612.04,0,65.0368,-3609.24,0,64.9183,-13189.4,0,65.3994,375.925,0,69.9662,-2831.35,0,67.602,-3280.21,0,66.7476,-3312.78,0,66.9276,-3498.55,0,66.508,-12922.89,0,66.9463,375.925,0,69.8333,-2831.35,0,67.4787,-3280.21,0,66.6219,-3312.78,0,66.803,-3498.55,0,66.3856,-12922.89,0,66.8223,8.89,0,0,20.24,18.56,21.09,19.41,21.02,19.35
1,9,2,4,46,0,0,2613.41,0,241.314,0,68.1827,-2664.28,0,66.3638,-3971.18,0,64.2302,-3941.38,0,64.5158,-3935.26,0,64.4088,-14512.1,0,64.87965,338.871,0,69.4221,-3330.91,0,66.6602,-3620.89,0,65.989,-3720.49,0,66.0896,-3864.34,0,65.7438,-14536.63,0,66.12065,338.871,0,69.1137,-3330.91,0,66.383,-3620.89,0,65.7085,-3720.49,0,65.8112,-3864.34,0,65.4672,-14536.63,0,65.842475,7.78,0,0,20.10,18.27,20.79,18.96,20.62,18.80
1,9,3,4,46,0,0,2422.02,0,231.657,0,67.9017,-2811.43,0,65.9616,-4072.03,0,63.8813,-4056.98,0,64.1484,-4049.19,0,64.0487,-14989.63,0,64.51,312.91,0,68.8775,-3587.6,0,65.8887,-3764.23,0,65.3648,-3905.54,0,65.4063,-4018.51,0,65.12,-15275.88,0,65.44495,312.91,0,68.3944,-3587.6,0,65.4598,-3764.23,0,64.9317,-3905.54,0,64.9764,-4018.51,0,64.6916,-15275.88,0,65.014875,7.78,0,0,19.95,18.06,20.49,18.58,20.22,18.34
1,9,4,4,44,0,0,2264.02,0,220.682,0,67.6434,-2994.63,0,65.4933,-4228.02,0,63.4307,-4210.01,0,63.6903,-4205.05,0,63.5935,-15637.71,0,64.05195,291.905,0,68.3479,-3870.89,0,65.0791,-3976.06,0,64.6689,-4131.02,0,64.668,-4223.44,0,64.4272,-16201.41,0,64.7108,291.905,0,67.6899,-3870.89,0,64.4943,-3976.06,0,64.0794,-4131.02,0,64.0823,-4223.44,0,63.8428,-16201.41,0,64.1247,6.67,0,0,19.80,17.81,20.19,18.17,19.83,17.85
1,9,5,4,43,0,0,2148.96,0,211.113,0,67.3709,-3448.26,0,64.9207,-4604.6,0,62.9493,-4634.65,0,63.1742,-4640.54,0,63.0784,-17328.05,0,63.53065,276.835,0,67.8198,-4325.93,0,64.2642,-4317.72,0,63.9808,-4539.15,0,63.9212,-4622.4,0,63.7196,-17805.2,0,63.97145,276.835,0,66.979,-4325.93,0,63.5292,-4317.72,0,63.2391,-4539.15,0,63.1854,-4622.4,0,62.9852,-17805.2,0,63.234725,6.11,0,0,19.65,17.52,19.90,17.76,19.43,17.35
1,9,6,4,42,0,0,2060.25,0,202.001,0,67.0738,-3740.64,0,64.3916,-4844.08,0,62.4818,-4899.11,0,62.6819,-4922.77,0,62.5822,-18406.6,0,63.034375,265.463,0,67.2825,-4638.23,0,63.4948,-4554.85,0,63.3119,-4813.27,0,63.2079,-4896.63,0,63.0346,-18902.98,0,63.2623,265.463,0,66.26,-4638.23,0,62.6071,-4554.85,0,62.4158,-4813.27,0,62.3194,-4896.63,0,62.1481,-18902.98,0,62.3726,5.56,0,0,19.49,17.24,19.60,17.37,19.03,16.87
1,9,7,4,42,0,0,1998.45,0,194.242,0,66.773,-3807.89,0,64.019,-4878.29,0,62.1493,-4939.46,0,62.3385,-4946.71,0,62.2467,-18572.35,0,62.688375,257.745,0,66.7453,-4737.8,0,62.8591,-4610.96,0,62.7513,-4881.68,0,62.6194,-4942.1,0,62.4757,-19172.54,0,62.676375,257.745,0,65.5443,-4737.8,0,61.8201,-4610.96,0,61.7025,-4881.68,0,61.5796,-4942.1,0,61.4373,-19172.54,0,61.634875,5.56,0,0,19.32,17.05,19.30,17.04,18.64,16.46
1,9,8,4,42,10,3,7916.57,0,843.155,0,66.2314,-2573.18,0,63.6134,-4116.02,0,62.4079,-4215.26,0,62.3855,-3108.22,0,63.0402,-14012.68,0,62.86175,1010.49,0,65.947,-3400.34,0,62.3166,-3717.8,0,62.395,-4037.49,0,61.995,-3006.39,0,62.4992,-14162.02,0,62.30145,1010.49,0,64.6135,-3400.34,0,61.227,-3717.8,0,61.2584,-4037.49,0,60.8976,-3006.39,0,61.404,-14162.02,0,61.19675,5.56,37.362,0,19.02,17.15,18.86,16.83,18.12,16.22
1,9,9,4,44,118,36,202257,37189.1,2260.12,450,67.6042,7636.6,878.634,70.5324,348.279,878.634,65.9562,64.6881,878.634,65.3681,9933.01,878.634,71.5168,17982.5771,3514.536,68.343375,5013.56,1843.79,68.2527,7495.34,725.644,68.712,1665.89,725.644,66.0455,1113,725.644,65.353,10714.2,725.644,70.4541,20988.43,2902.576,67.64115,5013.56,1843.79,67.0975,7495.34,725.644,67.87,1665.89,725.644,65.121,1113,725.644,64.4966,10714.2,725.644,69.6013,20988.43,2902.576,66.772225,6.67,251.05,4,19.78,20.19,20.14,19.80,19.50,19.32
1,9,10,4,48,183,82,373241,37189.1,2453.28,450,69.4329,16502.6,878.634,76.6081,2647.48,878.634,68.469,2225.07,878.634,66.8629,16005.7,878.634,75.6241,37380.85,3514.536,71.891025,5606.79,1843.79,70.1862,16793.2,725.644,74.0008,4231.08,725.644,68.5707,3470.3,725.644,67.0714,17528.2,725.644,74.6062,42022.78,2902.576,71.062275,5606.79,1843.79,69.1384,16793.2,725.644,73.3098,4231.08,725.644,67.7816,3470.3,725.644,66.3631,17528.2,725.644,73.9019,42022.78,2902.576,70.3391,8.89,327.67,4,20.80,22.16,21.21,21.70,20.63,21.30
1,9,11,4,51,236,138,497807,37189.1,2518.28,450,70.6752,25476.6,878.634,84.3912,4377.96,878.634,70.6014,3800.7,878.634,68.687,17187.9,878.634,77.2322,50843.16,3514.536,75.22795,5897.76,1843.79,71.9112,26548,725.644,81.674,6242.47,725.644,71.1585,5239.24,725.644,69.2854,19564.7,725.644,77.1938,57594.41,2902.576,74.827925,5897.76,1843.79,70.921,26548,725.644,80.9308,6242.47,725.644,70.4299,5239.24,725.644,68.633,19564.7,725.644,76.4363,57594.41,2902.576,74.1075,10.56,341.5,4,21.49,24.02,22.17,23.79,21.62,23.39
1,9,12,4,55,245,171,562310,37189.1,2550.75,450,71.0842,31799.9,878.634,90.1201,5973.32,878.634,72.0694,5382.04,878.634,69.9876,13502.4,878.634,74.8475,56657.66,3514.536,76.75615,6073.77,1843.79,72.7718,34057.4,725.644,87.6503,8116.61,725.644,72.9214,7012.66,725.644,70.8585,16611.2,725.644,76.2049,65797.87,2902.576,76.908775,6073.77,1843.79,71.9242,34057.4,725.644,86.911,8116.61,725.644,72.301,7012.66,725.644,70.302,16611.2,725.644,75.457,65797.87,2902.576,76.24275,12.78,318.31,4,21.71,24.86,22.65,24.95,22.18,24.58
1,9,13,4,58,246,182,576668,37189.1,2572.42,450,71.3523,34309.6,878.634,92.3713,6886.97,878.634,72.8817,6474.95,878.634,70.8952,8971.77,878.634,72.2786,56643.29,3514.536,77.1067,6192.03,1843.79,73.4348,37733.2,725.644,90.8142,9322.11,725.644,74.0828,8309.55,725.644,71.9993,12364.8,725.644,74.2447,67729.66,2902.576,77.78525,6192.03,1843.79,72.7457,37733.2,725.644,90.3097,9322.11,725.644,73.6318,8309.55,725.644,71.5974,12364.8,725.644,73.8235,67729.66,2902.576,77.3406,14.44,311.3,4,21.86,25.06,23.02,25.44,22.64,25.19
1,9,14,4,61,248,176,651479,37189.1,2590.43,450,71.3517,37550.4,878.634,94.9444,7555.23,878.634,73.3372,11385.8,878.634,74.0115,8299.37,878.634,72.1119,64790.8,3514.536,78.60125,6276.23,1843.79,73.9113,42129.9,725.644,94.0762,10206,725.644,74.9592,13281.5,725.644,74.8068,11549,725.644,74.09,77166.4,2902.576,79.48305,6276.23,1843.79,73.4075,42129.9,725.644,93.8009,10206,725.644,74.6372,13281.5,725.644,74.6061,11549,725.644,73.8755,77166.4,2902.576,79.229925,16.11,339.67,4,21.86,25.89,23.28,26.38,23.00,26.24
1,9,15,4,62,233,149,662291,37189.1,2605.89,450,71.5747,33453.6,878.634,91.4156,7406.83,878.634,73.3201,17144.5,878.634,77.8229,7403.18,878.634,71.3182,65408.11,3514.536,78.4692,6336.83,1843.79,74.3933,38681.2,725.644,91.8533,10252.8,725.644,75.3252,19163.7,725.644,78.6122,10462.2,725.644,73.4812,78559.9,2902.576,79.817975,6336.83,1843.79,74.1485,38681.2,725.644,91.7779,10252.8,725.644,75.1883,19163.7,725.644,78.5413,10462.2,725.644,73.4139,78559.9,2902.576,79.73035,16.67,333.61,4,21.99,25.82,23.55,26.57,23.42,26.52
1,9,16,4,62,201,102,648099,37189.1,2619.87,450,71.7524,28113.8,878.634,87.3398,6681.89,878.634,73.0284,21452.2,878.634,81.538,6547.89,878.634,70.9721,62795.78,3514.536,78.219575,6380.94,1843.79,74.8222,33735.7,725.644,88.9323,9630.72,725.644,75.3934,24052,725.644,82.5341,9441.06,725.644,73.2329,76859.48,2902.576,80.023175,6380.94,1843.79,74.845,33735.7,725.644,89.0835,9630.72,725.644,75.489,24052,725.644,82.6655,9441.06,725.644,73.3318,76859.48,2902.576,80.14245,16.67,271.55,4,22.08,25.68,23.79,26.68,23.80,26.75
1,9,17,4,62,90,42,517890,37189.1,2627.52,450,71.8092,17938.7,878.634,78.995,5386.14,878.634,72.1827,17076.4,878.634,77.965,5340.96,878.634,70.2349,45742.2,3514.536,74.8444,6407.91,1843.79,75.1015,23637.4,725.644,82.0894,8326.5,725.644,74.7556,20630.4,725.644,80.3706,8072.18,725.644,72.5554,60666.48,2902.576,77.44275,6407.91,1843.79,75.3407,23637.4,725.644,82.3967,8326.5,725.644,74.9952,20630.4,725.644,80.6631,8072.18,725.644,72.7707,60666.48,2902.576,77.706425,16.67,86.927,4,22.12,23.80,23.95,25.25,24.08,25.39
1,9,18,4,59,19,3,195840,0,1302.6,0,71.0861,6228.05,0,71.266,313.884,0,68.8772,5330.54,0,70.3754,458.273,0,67.5141,12330.747,0,69.508175,2556.95,0,73.4053,10480.6,0,74.0906,2294.32,0,71.5581,8521.09,0,73.2908,2176.51,0,69.8257,23472.52,0,72.1913,2556.95,0,73.7531,10480.6,0,74.3867,2294.32,0,71.8768,8521.09,0,73.5887,2176.51,0,70.1071,23472.52,0,72.489825,15.00,0,0,21.71,20.84,23.00,22.33,23.20,22.49
1,9,19,4,56,0,0,61868.7,0,503.704,0,70.7508,1643.13,0,72.4742,-1655,0,68.5419,77.6338,0,70.6016,-1447.08,0,68.5783,-1381.3162,0,70.049,1299.04,0,73.4414,4568.47,0,76.1168,-176.77,0,72.0801,2653.09,0,74.487,-246.213,0,71.5817,6798.577,0,73.5664,1299.04,0,73.9016,4568.47,0,76.5639,-176.77,0,72.5343,2653.09,0,74.9312,-246.213,0,72.0357,6798.577,0,74.016275,13.33,0,0,21.53,21.14,23.02,23.09,23.28,23.34
1,9,20,4,54,0,0,22944.3,0,371.037,0,70.4482,69.484,0,70.9478,-2375.95,0,67.5699,-1541.58,0,68.8904,-2169.13,0,67.782,-6017.176,0,68.797525,924.058,0,73.0237,1912.02,0,74.1875,-1223.84,0,70.9513,378.749,0,72.6974,-1307.26,0,70.6066,-240.331,0,72.1107,924.058,0,73.5233,1912.02,0,74.6537,-1223.84,0,71.4217,378.749,0,73.16,-1307.26,0,71.076,-240.331,0,72.57785,12.22,0,0,21.36,20.44,22.79,22.28,23.07,22.54
1,9,21,4,52,0,0,7437.44,0,321.339,0,70.1085,-682.056,0,70.0158,-2769.77,0,66.9072,-2283.35,0,67.8677,-2559.93,0,67.2082,-8295.106,0,67.999725,715.999,0,72.6638,300.587,0,72.8633,-1903.19,0,70.2073,-929.795,0,71.5324,-1991.62,0,69.9439,-4524.018,0,71.136725,715.999,0,73.1142,300.587,0,73.2802,-1903.19,0,70.6268,-929.795,0,71.9464,-1991.62,0,70.3629,-4524.018,0,71.554075,11.11,0,0,21.17,20.00,22.59,21.74,22.84,21.97
1,9,22,4,49,0,0,4366.13,0,295.654,0,69.715,-1440.36,0,68.9816,-3333.12,0,66.1014,-3025.52,0,66.8367,-3151.78,0,66.4171,-10950.78,0,67.0842,581.496,0,72.0902,-1043.24,0,71.3152,-2620.46,0,69.1727,-2043.86,0,70.1572,-2753.96,0,68.9338,-8461.52,0,69.894725,581.496,0,72.4466,-1043.24,0,71.6379,-2620.46,0,69.4974,-2043.86,0,70.4772,-2753.96,0,69.2579,-8461.52,0,70.2176,9.44,0,0,20.95,19.49,22.27,21.05,22.47,21.23
1,9,23,4,49,0,0,3712.58,0,280.541,0,69.314,-1664.64,0,68.3762,-3450.61,0,65.6241,-3214.95,0,66.2489,-3282.06,0,65.9467,-11612.26,0,66.548975,490.291,0,71.4824,-1730.09,0,70.1445,-2891.1,0,68.3931,-2541.74,0,69.1452,-3044.76,0,68.1728,-10207.69,0,68.9639,490.291,0,71.7015,-1730.09,0,70.3393,-2891.1,0,68.5892,-2541.74,0,69.3379,-3044.76,0,68.3686,-10207.69,0,69.15875,9.44,0,0,20.73,19.19,21.93,20.54,22.06,20.64
1,9,24,4,49,0,0,3241.3,0,268.17,0,68.9815,-1839.62,0,67.8919,-3536.18,0,65.2462,-3342.71,0,65.8052,-3393.99,0,65.56,-12112.5,0,66.125825,424.733,0,70.8784,-2232.84,0,69.098,-3081.39,0,67.6742,-2886.02,0,68.2466,-3263.77,0,67.4586,-11464.02,0,68.11935,424.733,0,70.9383,-2232.84,0,69.1477,-3081.39,0,67.7246,-2886.02,0,68.2947,-3263.77,0,67.5091,-11464.02,0,68.169025,9.44,0,0,20.55,18.96,21.60,20.07,21.63,20.09
1,10,1,5,48,0,0,2887.58,0,256.104,0,68.7043,-2074.86,0,67.4178,-3703.4,0,64.8511,-3540.7,0,65.3657,-3580.03,0,65.1523,-12898.99,0,65.696725,375.925,0,70.3154,-2703.53,0,68.1265,-3319.16,0,66.9707,-3235.48,0,67.3998,-3523.2,0,66.7548,-12781.37,0,67.31295,375.925,0,70.204,-2703.53,0,68.0232,-3319.16,0,66.8673,-3235.48,0,67.2952,-3523.2,0,66.6521,-12781.37,0,67.20945,8.89,0,0,20.39,18.72,21.29,19.62,21.22,19.56
1,10,2,5,46,0,0,2615.97,0,243.873,0,68.4384,-2402.46,0,66.8728,-3980.9,0,64.3635,-3845.32,0,64.8435,-3865.02,0,64.6538,-14093.7,0,65.1834,338.871,0,69.7664,-3202.29,0,67.1538,-3644.36,0,66.2189,-3646.93,0,66.5292,-3860.13,0,66.0006,-14353.71,0,66.475625,338.871,0,69.4795,-3202.29,0,66.8953,-3644.36,0,65.9594,-3646.93,0,66.2699,-3860.13,0,65.7426,-14353.71,0,66.2168,7.78,0,0,20.24,18.44,20.98,19.15,20.82,19.01
1,10,3,5,45,0,0,2417.08,0,233.16,0,68.1532,-2675.36,0,66.3669,-4165.2,0,63.9335,-4067.41,0,64.3808,-4081.15,0,64.2051,-14989.12,0,64.721575,311.989,0,69.2102,-3593.63,0,66.2627,-3868.43,0,65.5272,-3947.43,0,65.7364,-4111.24,0,65.3006,-15520.73,0,65.706725,311.989,0,68.7441,-3593.63,0,65.8481,-3868.43,0,65.1097,-3947.43,0,65.3209,-4111.24,0,64.8859,-15520.73,0,65.29115,7.22,0,0,20.09,18.18,20.67,18.73,20.41,18.50
1,10,4,5,44,0,0,2266.32,0,222.978,0,67.8709,-2923.48,0,65.8762,-4372.04,0,63.4994,-4281.14,0,63.926,-4290.44,0,63.7606,-15867.1,0,64.26555,291.905,0,68.6573,-3927.13,0,65.4203,-4094.78,0,64.8452,-4216.43,0,64.9752,-4342.58,0,64.6152,-16580.92,0,64.963975,291.905,0,68.0098,-3927.13,0,64.8489,-4094.78,0,64.2698,-4216.43,0,64.403,-4342.58,0,64.0434,-16580.92,0,64.391275,6.67,0,0,19.93,17.93,20.37,18.31,20.01,18.00
1,10,5,5,43,0,0,2151.13,0,213.288,0,67.5896,-3194.21,0,65.3797,-4589.83,0,63.0657,-4524.14,0,63.4662,-4544.55,0,63.3038,-16852.73,0,63.80385,276.835,0,68.1124,-4247.62,0,64.6157,-4317.75,0,64.181,-4488.58,0,64.2393,-4597.08,0,63.9384,-17651.03,0,64.2436,276.835,0,67.2801,-4247.62,0,63.8869,-4317.75,0,63.4467,-4488.58,0,63.5098,-4597.08,0,63.2095,-17651.03,0,63.513225,6.11,0,0,19.77,17.67,20.06,17.91,19.60,17.51
1,10,6,5,43,0,0,2069.67,0,204.982,0,67.3049,-3377.61,0,64.9635,-4714.32,0,62.7172,-4671.74,0,63.0944,-4723.14,0,62.9257,-17486.81,0,63.4252,266.384,0,67.5726,-4457.51,0,63.9139,-4441.38,0,63.5998,-4652.61,0,63.5991,-4764.64,0,63.3417,-18316.14,0,63.613625,266.384,0,66.5541,-4457.51,0,63.0296,-4441.38,0,62.7079,-4652.61,0,62.7141,-4764.64,0,62.4584,-18316.14,0,62.7275,6.11,0,0,19.61,17.46,19.76,17.56,19.20,17.07
1,10,7,5,42,0,0,2000.41,0,196.194,0,67.0377,-3607,0,64.5063,-4892.99,0,62.3168,-4870.8,0,62.6719,-4923.85,0,62.5047,-18294.64,0,62.999925,257.745,0,67.0526,-4702.29,0,63.2042,-4618.79,0,62.9922,-4862.58,0,62.9407,-4960.7,0,62.7225,-19144.36,0,62.9649,257.745,0,65.8538,-4702.29,0,62.1685,-4618.79,0,61.947,-4862.58,0,61.9042,-4960.7,0,61.6879,-19144.36,0,61.9269,5.56,0,0,19.47,17.22,19.47,17.20,18.81,16.63
1,10,8,5,42,14,3,7917.53,0,844.892,0,66.4779,-2356.29,0,63.9887,-4201.63,0,62.5563,-4239.31,0,62.6202,-3031.61,0,63.3336,-13828.84,0,63.1247,1010.38,0,66.2353,-3341.63,0,62.6063,-3773.03,0,62.611,-4094.22,0,62.2296,-2952.5,0,62.7829,-14161.38,0,62.55745,1010.38,0,64.913,-3341.63,0,61.5558,-3773.03,0,61.5007,-4094.22,0,61.1692,-2952.5,0,61.7273,-14161.38,0,61.48825,5.56,37.64,0,19.15,17.29,19.02,16.98,18.29,16.38
1,10,9,5,44,138,41,229568,37189.1,2261.77,450,67.7546,9049.94,878.634,71.5657,467.758,878.634,66.1236,260.089,878.634,65.6133,11938.9,878.634,72.8793,21716.687,3514.536,69.045475,5013.46,1843.79,68.4657,8699.46,725.644,69.5168,1781.18,725.644,66.2643,1239.46,725.644,65.5851,12636.4,725.644,71.6303,24356.5,2902.576,68.249125,5013.46,1843.79,67.2954,8699.46,725.644,68.6652,1781.18,725.644,65.3314,1239.46,725.644,64.7194,12636.4,725.644,70.7675,24356.5,2902.576,67.370875,6.67,251.41,4,19.86,20.58,20.26,20.14,19.61,19.65
1,10,10,5,49,208,89,407103,37189.1,2455.4,450,69.6614,18273.9,878.634,78.177,2912.08,878.634,68.7737,2553.18,878.634,67.1884,18059.9,878.634,77.2394,41799.06,3514.536,72.844625,5607.25,1843.79,70.3716,18397.9,725.644,74.9762,4496.45,725.644,68.8482,3728.7,725.644,67.3152,19605.1,725.644,75.9773,46228.15,2902.576,71.779225,5607.25,1843.79,69.2863,18397.9,725.644,74.2708,4496.45,725.644,68.0426,3728.7,725.644,66.6115,19605.1,725.644,75.1483,46228.15,2902.576,71.0183,9.44,328.06,4,20.92,22.69,21.32,22.10,20.71,21.68
1,10,11,5,54,224,139,520377,37189.1,2521.24,450,70.8259,26096.4,878.634,85.0696,4994.05,878.634,71.1214,4479.14,878.634,69.2307,18094.5,878.634,78.1386,53664.09,3514.536,75.890075,5899.14,1843.79,72.135,27116.7,725.644,82.1148,6852.08,725.644,71.646,5836.36,725.644,69.7497,20608.9,725.644,78.0758,60414.04,2902.576,75.396575,5899.14,1843.79,71.1553,27116.7,725.644,81.3923,6852.08,725.644,70.9342,5836.36,725.644,69.0916,20608.9,725.644,77.2089,60414.04,2902.576,74.65675,12.22,341.95,4,21.57,24.38,22.30,24.11,21.75,23.70
1,10,12,5,59,217,168,580398,37189.1,2554.08,450,71.2219,31608.3,878.634,90.1557,6755.24,878.634,72.7017,6242.75,878.634,70.6413,14318.8,878.634,75.6172,58925.09,3514.536,77.278975,6075.61,1843.79,72.9751,33803.8,725.644,87.7268,8907.87,725.644,73.5304,7803.43,725.644,71.4256,17540.5,725.644,77.0702,68055.6,2902.576,77.43825,6075.61,1843.79,72.1293,33803.8,725.644,87.0143,8907.87,725.644,72.9286,7803.43,725.644,70.8787,17540.5,725.644,76.3567,68055.6,2902.576,76.794575,15.00,318.81,4,21.79,25.15,22.76,25.24,22.29,24.89
